# log10(T[K])  Vol_PDF  Mass_PDF  Diff_emm  Den_pdf
4.390287399291992188e+00 6.604479149659519058e-03 6.360837963020087027e-02 1.057315034080851951e-01 2.022907015356860405e-02
4.396306991577148438e+00 7.648928200876689565e-03 7.258438919779981735e-02 1.500057784254212878e-01 2.699769191114197511e-02
4.402326107025146484e+00 8.468798167290949794e-03 7.782395479017377438e-02 1.254545394983005435e-01 2.521526226829903100e-02
4.408345222473144531e+00 7.346471822365492794e-03 6.915778859123079825e-02 1.200306849710189583e-01 2.293934606921484154e-02
4.414364814758300781e+00 8.097665923616827535e-03 6.987585276751986929e-02 1.057496283386143432e-01 2.195700555121419054e-02
4.420384407043457031e+00 8.378730722642703521e-03 7.986019129604045308e-02 2.080047395929489895e-01 3.573732605558495312e-02
4.426403522491455078e+00 8.080284580357414981e-03 7.661160233340418013e-02 1.931216353723036738e-01 3.408699792376727877e-02
4.432422637939453125e+00 8.718180145850523352e-03 8.243654462957210327e-02 1.852296347165005852e-01 3.357502887660880619e-02
4.438442230224609375e+00 7.892466380464266754e-03 8.195685993333125252e-02 2.330295043510086372e-01 4.082230565941347838e-02
4.444461822509765625e+00 7.569591598356253080e-03 7.490801472798062910e-02 2.029227600273493803e-01 3.568865844631421286e-02
4.450480937957763672e+00 8.528068315080876080e-03 8.147463277939713533e-02 1.974435961022825148e-01 3.368037746108768632e-02
4.456500053405761719e+00 8.849887038753627769e-03 8.763494833877313872e-02 2.498234183535170960e-01 4.268745762626218604e-02
4.462519645690917969e+00 9.713527719340819128e-03 9.085896996480817556e-02 2.565268330748806114e-01 4.430601089468690079e-02
4.468539237976074219e+00 1.028623505100730723e-02 1.019102205425879704e-01 3.189632069538256842e-01 5.508566819823191435e-02
4.474558353424072266e+00 8.378564486475722356e-03 8.557532139677223593e-02 2.755121153218037522e-01 4.467688758842013746e-02
4.480577468872070312e+00 9.550204783961513400e-03 8.680943148996650427e-02 2.869811669729425696e-01 4.687115814543557635e-02
4.486597061157226562e+00 8.413620755813871685e-03 8.630399804255967089e-02 2.858452405864061463e-01 4.569309762878534520e-02
4.492616653442382812e+00 1.024488327441415957e-02 9.367602442355901782e-02 2.700808205812824103e-01 4.413725486819880528e-02
4.498635768890380859e+00 9.134975957128182306e-03 8.705360297842223982e-02 2.798373527389853566e-01 4.606497971802866326e-02
4.504654884338378906e+00 1.054296856604947270e-02 1.002307970737000287e-01 3.511836342162897862e-01 5.261737685372221834e-02
4.510674476623535156e+00 1.023830938283761156e-02 9.256146113038246637e-02 3.159591985821769144e-01 5.036404765490010149e-02
4.516694068908691406e+00 1.126524018662769175e-02 1.086069928831145531e-01 4.253286392996148968e-01 6.339069060242620568e-02
4.522713184356689453e+00 1.178891659862703681e-02 1.113818849712280429e-01 3.811244201903272177e-01 6.027956501688930269e-02
4.528732299804687500e+00 1.286282530524656721e-02 1.130770923962391011e-01 4.192928601662259114e-01 6.310680709677933542e-02
4.534751892089843750e+00 1.113664743867086304e-02 1.070937771516877746e-01 4.300561133467412089e-01 6.181590075589783739e-02
4.540771484375000000e+00 1.328739763355041813e-02 1.177463211445901325e-01 3.266380096391178212e-01 5.163069559340453113e-02
4.546790599822998047e+00 1.244539256419936735e-02 1.219269284077067472e-01 4.310708213231954078e-01 6.112310490693891735e-02
4.552809715270996094e+00 1.053172868618116632e-02 1.080958684798891956e-01 4.685835631055040307e-01 6.715823213567091721e-02
4.558829307556152344e+00 1.222805372256519085e-02 1.168156146368152515e-01 4.596017452285571792e-01 7.040636559246958581e-02
4.564848899841308594e+00 1.427231083820898298e-02 1.288038349631131785e-01 4.147143201419773995e-01 6.363472725814292574e-02
4.570868015289306641e+00 1.349816388408400271e-02 1.271626024289095325e-01 5.612973691414731015e-01 7.783455404812425482e-02
4.576887130737304688e+00 1.495203897761360722e-02 1.308861116450327211e-01 5.105266035678074354e-01 7.014939014951636354e-02
4.582906723022460938e+00 1.466128652922770413e-02 1.338481210403968391e-01 5.385789663077258371e-01 7.561622719761912359e-02
4.588926315307617188e+00 1.357477069763153577e-02 1.289811480468351645e-01 6.002105526996074358e-01 8.294076435997023433e-02
4.594945430755615234e+00 1.475752106479654401e-02 1.288350526335035884e-01 5.099623285448052767e-01 6.476206867028501402e-02
4.600964546203613281e+00 1.455225719086399548e-02 1.268061935505466475e-01 5.373130249171463868e-01 6.975816237716433998e-02
4.606984138488769531e+00 1.428804712649495677e-02 1.362456110689452549e-01 5.694734979882057901e-01 7.435796818819988274e-02
4.613003730773925781e+00 1.508207422973743654e-02 1.379396272513089550e-01 6.330227717267221665e-01 8.099473248226581046e-02
4.619022846221923828e+00 1.382946165055367466e-02 1.354851827827302235e-01 6.224312550304184066e-01 7.691372927464322495e-02
4.625041961669921875e+00 1.648286016802836748e-02 1.416870302495623624e-01 5.808236881692867559e-01 7.866362973528720492e-02
4.631061553955078125e+00 1.639885827506671126e-02 1.392112959410857498e-01 5.478448338413973717e-01 6.976704503327132989e-02
4.637081146240234375e+00 1.750619026028223807e-02 1.467036139308872944e-01 6.174469214691057362e-01 7.715881210921796129e-02
4.643100261688232422e+00 1.507171584742503928e-02 1.389662064043147294e-01 6.036338414206968705e-01 7.343239716448614340e-02
4.649119377136230469e+00 1.642263074207362186e-02 1.456274709209384177e-01 6.803152579950559886e-01 7.560107645616465089e-02
4.655138969421386719e+00 1.717101111346520242e-02 1.579991449510534662e-01 8.144940378178489038e-01 8.441040213874489995e-02
4.661158561706542969e+00 1.572901209182984983e-02 1.438388028201667279e-01 7.389119588243205916e-01 7.647618637148610732e-02
4.667178153991699219e+00 1.758026983303596219e-02 1.449871173427527138e-01 6.962103868791542638e-01 7.221515844879526635e-02
4.673197269439697266e+00 1.867834050379140604e-02 1.515697468401063508e-01 6.911254101196560029e-01 7.456202430549439819e-02
4.679216384887695312e+00 2.102154373454091091e-02 1.590549678452969906e-01 1.213165622680910660e+00 9.201796556926671034e-02
4.685235977172851562e+00 1.961527190216847891e-02 1.543381057443378723e-01 7.693028732232830569e-01 8.107179701976688357e-02
4.691255569458007812e+00 1.757061111289317384e-02 1.485118782576280716e-01 8.492463126710605437e-01 8.240198637271219095e-02
4.697274684906005859e+00 2.053615483918230789e-02 1.597820017726364616e-01 8.556496691356876294e-01 8.021172033213898322e-02
4.703293800354003906e+00 1.829816469752083841e-02 1.568433712722671625e-01 8.048059363004042011e-01 7.652656410662320163e-02
4.709313392639160156e+00 1.821671826908330405e-02 1.455786346518049279e-01 8.713851682206863458e-01 7.506027612325101572e-02
4.715332984924316406e+00 1.978933857398205987e-02 1.569773651490457833e-01 9.078246859406561287e-01 8.076988473232406263e-02
4.721352100372314453e+00 1.886534514099100224e-02 1.540193662752041837e-01 7.935524841839342036e-01 7.191173645547581372e-02
4.727371215820312500e+00 2.111296786726517966e-02 1.543743778647522213e-01 7.661373807911578959e-01 6.999858193393607153e-02
4.733390808105468750e+00 2.056421363918293707e-02 1.507362232839159488e-01 8.537137201590216939e-01 7.512793140682930138e-02
4.739410400390625000e+00 2.118506925729201143e-02 1.544629780255919460e-01 9.005400776370238169e-01 7.468213092329252512e-02
4.745429515838623047e+00 2.047732557450439306e-02 1.532865639689153792e-01 9.520937842640493365e-01 7.767542735875464233e-02
4.751448631286621094e+00 2.076394818862262182e-02 1.543163169203974061e-01 9.107991519504072819e-01 7.050543934945749380e-02
4.757468223571777344e+00 2.334460563990430060e-02 1.641047605867451964e-01 8.815339062990731334e-01 6.870784780630752320e-02
4.763487815856933594e+00 1.811828117826262685e-02 1.431523865245415694e-01 9.195636337861606835e-01 7.005575690769295927e-02
4.769506931304931641e+00 2.154801036531625927e-02 1.495660026482158178e-01 9.000663302262649212e-01 6.421158198579966780e-02
4.775526046752929688e+00 2.222855629621525719e-02 1.571774425514290696e-01 9.434172302534877819e-01 6.920014325165557700e-02
4.781545639038085938e+00 2.274107683860299503e-02 1.530831558492669886e-01 9.989769547026952079e-01 6.593204873108460262e-02
4.787565231323242188e+00 2.012973841059161398e-02 1.381705226958043209e-01 9.589552543987145405e-01 6.442983612009499372e-02
4.793584346771240234e+00 2.237495237483807034e-02 1.426169527010514027e-01 9.224716574506585109e-01 6.099692777042268338e-02
4.799603462219238281e+00 1.755724310504876498e-02 1.212524297909489679e-01 8.619614297552027349e-01 5.449203958238742207e-02
4.805623054504394531e+00 2.283717542692269287e-02 1.422916600259805098e-01 1.063584831882141035e+00 6.483637653843982163e-02
4.811642646789550781e+00 2.140231148812040199e-02 1.359219887572004071e-01 1.039806862697661094e+00 6.066600962168727795e-02
4.817661762237548828e+00 1.846497034128716935e-02 1.291163159258107984e-01 8.846652621101757097e-01 5.447236464363002656e-02
4.823680877685546875e+00 2.445607410204607424e-02 1.311969530401123352e-01 9.100541919234426125e-01 5.114223380293277110e-02
4.829700469970703125e+00 2.103873818531839038e-02 1.281800792248136145e-01 8.720445919683484925e-01 4.903410851559106276e-02
